Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Deaths,Death Description,Damage ($Mil),Damage Description,Houses Destroyed Description
1940.0,8.0,31.0,4.0,8.0,7.2,NORWAY,,73.0,NORTHERN NORWAY,65.883,13.167,0.92,0.0,0.6,,,,,
1941.0,1.0,13.0,4.0,1.0,7.4,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.175,152.071,0.15,3.0,-3.3,,,,,
1941.0,4.0,15.0,3.0,1.0,7.6,MEXICO,,88.0,MEXICO,18.68,-102.989,0.92,0.0,0.6,,,,,
1941.0,6.0,26.0,4.0,1.0,8.0,INDIA,,60.0,"ANDAMAN SEA, E. COAST INDIA",11.94,92.626,1.5,2.0,0.6,,,,,
1941.0,7.0,7.0,3.0,8.0,7.2,SPAIN,,73.0,"TENERIFE, CANARY ISLANDS",28.48,-16.25,6.0,2.0,0.6,,,,,
1941.0,11.0,18.0,4.0,1.0,7.4,JAPAN,,85.0,SEIKAIDO,32.0,132.1,1.2,11.0,0.3,2.0,1.0,,1.0,1.0
1941.0,11.0,25.0,4.0,1.0,7.8,ATLANTIC OCEAN,,73.0,AZORES GIBRALTAR FRACTURE ZONE,37.301,-18.966,0.23,14.0,0.6,,,,,
1941.0,12.0,5.0,4.0,1.0,7.6,COSTA RICA,,88.0,COSTA RICA-PANAMA,8.7,-83.2,0.21,5.0,-3.3,,,,,
1941.0,12.0,6.0,4.0,1.0,6.9,COSTA RICA,,88.0,COSTA RICA-PANAMA,8.5,-84.0,0.12,1.0,-3.3,,,,,
1942.0,5.0,1.0,3.0,0.0,7.2,NEW CALEDONIA,,82.0,NEW CALEDONIA,-20.6,165.0,3.0,2.0,0.6,,,,,
1942.0,8.0,24.0,4.0,3.0,8.2,PERU,,89.0,S. PERU,-15.0,-76.0,2.0,3.0,1.0,,,,1.0,1.0
1943.0,4.0,6.0,4.0,1.0,8.2,CHILE,,89.0,CENTRAL CHILE,-30.75,-72.0,1.0,12.0,0.6,,,,1.0,
1943.0,6.0,13.0,4.0,1.0,7.1,JAPAN,,85.0,SE. HOKKAIDO ISLAND,41.2,143.3,0.6,1.0,-0.7,,,,,
1944.0,8.0,20.0,4.0,7.0,7.2,ITALY,,50.0,STROMBOLI ISLAND,38.789,15.213,0.92,2.0,0.6,,,,1.0,1.0
1944.0,10.0,6.0,3.0,1.0,6.7,TURKEY,,50.0,"EDREMIT GULF, AEGEAN SEA",39.509,26.587,0.92,1.0,0.6,,,,1.0,
1944.0,12.0,7.0,4.0,1.0,8.1,JAPAN,,85.0,OFF SOUTHEAST COAST KII PENINSULA,34.0,137.1,10.0,156.0,2.9,1223.0,4.0,,4.0,4.0
1945.0,1.0,12.0,4.0,1.0,7.1,JAPAN,,85.0,TOKAIDO,34.7,137.2,1.0,7.0,-0.7,,,,,
1945.0,2.0,10.0,4.0,1.0,7.3,JAPAN,,85.0,SANRIKU,40.9,142.1,0.4,1.0,-1.3,,,,,
1945.0,11.0,27.0,4.0,3.0,8.0,PAKISTAN,,60.0,MAKRAN COAST,24.5,63.0,17.0,58.0,3.9,300.0,3.0,25.0,4.0,
1946.0,4.0,1.0,4.0,3.0,8.6,USA,AK,87.0,"UNIMAK ISLAND, AK",53.492,-162.832,42.0,621.0,5.1,168.0,3.0,26.271,4.0,3.0
1946.0,6.0,23.0,4.0,3.0,7.3,CANADA,BC,88.0,BRITISH COLUMBIA,49.87,-124.92,9.0,5.0,4.9,,,,1.0,
1946.0,8.0,4.0,4.0,1.0,7.9,DOMINICAN REPUBLIC,,74.0,NORTHEASTERN COAST,19.25,-69.0,5.0,8.0,2.2,1790.0,4.0,,3.0,3.0
1946.0,8.0,8.0,4.0,1.0,7.5,DOMINICAN REPUBLIC,,74.0,NORTHEASTERN COAST,19.5,-69.5,0.6,13.0,0.6,75.0,2.0,,,
1946.0,11.0,13.0,3.0,6.0,7.2,RUSSIA,,86.0,N. KURIL ISLANDS,48.092,153.2,0.92,0.0,0.6,,,,,
1946.0,12.0,20.0,4.0,1.0,8.3,JAPAN,,85.0,HONSHU: S COAST,33.123,135.905,6.6,304.0,2.7,1362.0,4.0,,4.0,4.0
1947.0,3.0,25.0,3.0,3.0,7.1,NEW ZEALAND,,81.0,OFF COAST OF NORTH ISLAND,-38.85,178.87,10.0,10.0,3.3,,,,1.0,1.0
1947.0,5.0,17.0,4.0,1.0,6.9,NEW ZEALAND,,81.0,OFF COAST OF NORTH ISLAND,-38.42,178.88,6.0,5.0,2.6,,,,,
1947.0,10.0,6.0,3.0,3.0,7.3,GREECE,,50.0,"PELOPONNESUS, GREECE",36.808,21.916,1.0,1.0,0.6,,,,,
1947.0,11.0,4.0,4.0,1.0,7.0,JAPAN,,85.0,W. HOKKAIDO ISLAND,43.8,141.0,2.0,4.0,1.0,,,,1.0,
1948.0,1.0,24.0,3.0,1.0,7.8,PHILIPPINES,,84.0,SULU SEA,10.714,122.235,0.92,5.0,1.0,2.0,1.0,,1.0,
1948.0,2.0,9.0,4.0,1.0,7.3,GREECE,,50.0,"DODECANESE, KARPATHOS IS.",35.64,27.158,7.3,11.0,0.6,,,,1.0,
1948.0,4.0,17.0,4.0,1.0,7.2,JAPAN,,85.0,TOKAIDO,33.1,135.6,0.6,3.0,-0.7,,,,,
1948.0,4.0,22.0,4.0,1.0,6.5,GREECE,,50.0,IONIAN SEA,38.532,20.427,1.0,1.0,0.6,,,,,
1948.0,6.0,1.0,3.0,1.0,6.3,INDONESIA,,60.0,OFF NORTHWEST COAST,6.0,95.0,0.92,1.0,-0.5,,,,,
1948.0,9.0,8.0,4.0,1.0,7.8,TONGA,,81.0,TONGA TRENCH,-21.0,-174.0,0.1,6.0,1.0,,,,,
1948.0,12.0,4.0,3.0,1.0,6.6,MEXICO,,88.0,MEXICO,21.182,-106.818,0.92,1.0,1.0,,,,,
1948.0,12.0,26.0,3.0,1.0,7.0,CHILE,,89.0,NORTHERN CHILE,-22.5,-69.0,0.92,1.0,-0.5,,,,,
1949.0,1.0,27.0,4.0,1.0,5.9,RUSSIA,,86.0,KAMCHATKA,54.6,163.5,0.92,1.0,0.6,,,,,
1949.0,4.0,13.0,3.0,3.0,7.0,USA,WA,88.0,"PUGET SOUND, WA",47.167,-122.617,0.92,2.0,0.6,,,,,
1949.0,4.0,16.0,4.0,8.0,7.2,USA,WA,88.0,"PUGET SOUND, WA",47.3,-122.533,2.4,1.0,0.6,,,,1.0,
1949.0,7.0,23.0,3.0,1.0,6.5,GREECE,,50.0,"CHIOS ISLAND, AEGEAN ISLANDS",38.718,26.482,2.0,4.0,0.6,,,,,
1949.0,8.0,22.0,4.0,3.0,8.1,CANADA,BC,88.0,BRITISH COLUMBIA,53.6,-133.3,0.61,9.0,-1.0,,,,,
1949.0,10.0,19.0,4.0,1.0,7.5,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-5.5,154.0,0.3,5.0,-1.7,,,,,
1950.0,10.0,5.0,4.0,1.0,7.7,COSTA RICA,,88.0,COSTA RICA-NICARAGUA,11.0,-85.0,2.0,10.0,-3.3,,,,1.0,
1950.0,10.0,8.0,3.0,1.0,7.6,INDONESIA,,83.0,BANDA SEA,-3.8,128.3,0.92,2.0,1.5,1.0,1.0,,3.0,3.0
1950.0,10.0,23.0,4.0,1.0,7.5,GUATEMALA,,88.0,GUATEMALA,14.31,-91.917,0.2,5.0,-1.3,,,,,
1950.0,11.0,8.0,3.0,1.0,7.3,SOLOMON ISLANDS,,82.0,SOLOMON SEA,-10.0,159.5,1.2,2.0,0.6,,,,,
1950.0,12.0,2.0,3.0,1.0,7.8,VANUATU,,82.0,VANUATU ISLANDS,-18.25,167.5,2.5,5.0,0.6,,,,,
1950.0,12.0,14.0,4.0,1.0,7.5,MEXICO,,88.0,S. MEXICO,16.48,-98.22,0.3,2.0,-1.5,,,,,
1951.0,8.0,21.0,4.0,1.0,6.9,USA,HI,80.0,HAWAII,19.5,-156.0,3.6,7.0,1.8,,,,1.0,
1951.0,10.0,22.0,4.0,1.0,7.3,TAIWAN,,84.0,TAIWAN,23.8,121.7,0.3,2.0,0.6,,,,,
1951.0,12.0,22.0,3.0,6.0,7.2,SOLOMON ISLANDS,,82.0,KAVACHI,-9.02,157.95,0.92,0.0,2.6,,,,,
1952.0,1.0,9.0,4.0,8.0,7.2,NORWAY,,73.0,MID-NORWAY,64.883,12.417,2.0,0.0,0.6,,,,,
1952.0,3.0,4.0,4.0,1.0,8.1,JAPAN,,85.0,SE. HOKKAIDO ISLAND,42.15,143.85,6.54,219.0,2.7,33.0,1.0,,3.0,3.0
1952.0,3.0,9.0,4.0,1.0,7.0,JAPAN,,85.0,SE. HOKKAIDO ISLAND,41.7,143.6,0.3,4.0,-1.7,,,,,
1952.0,3.0,17.0,4.0,1.0,4.5,USA,HI,80.0,HAWAII,19.1,-155.0,3.0,2.0,0.6,,,,,
1952.0,3.0,19.0,4.0,1.0,7.8,PHILIPPINES,,84.0,"E. OF MINDANO, PHILIPPINES",9.5,127.25,0.33,5.0,0.6,,,,,
1952.0,5.0,13.0,3.0,1.0,6.4,COSTA RICA,,88.0,COSTA RICA-PANAMA,10.088,-85.211,0.07,2.0,-3.3,,,,,
1952.0,9.0,16.0,4.0,6.0,7.2,JAPAN,,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,1.0,-1.0,,,,,
1952.0,9.0,23.0,4.0,6.0,7.2,JAPAN,,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,1.0,-1.0,,,,,
1952.0,9.0,24.0,4.0,6.0,7.2,JAPAN,,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,1.0,-1.0,,,,,
1952.0,9.0,26.0,4.0,6.0,7.2,JAPAN,,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.1,2.0,-1.0,,,,,
1952.0,11.0,4.0,4.0,1.0,9.0,RUSSIA,,86.0,KAMCHATKA,52.755,160.057,23.0,331.0,4.2,10000.0,4.0,1.0,2.0,
1952.0,12.0,15.0,4.0,8.0,7.2,GREENLAND,,72.0,"SOUTH COAST OF NUUSSUAQ, GREENLAND",70.35,-53.24,2.5,2.0,0.6,1.0,1.0,,1.0,
1953.0,3.0,11.0,4.0,6.0,7.2,JAPAN,,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,6.0,2.0,-1.0,,,,,
1953.0,3.0,17.0,3.0,1.0,5.8,RUSSIA,,86.0,N. KURIL ISLANDS,50.0,156.5,3.0,1.0,0.6,,,,,
1953.0,3.0,25.0,4.0,6.0,7.2,JAPAN,,85.0,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,1.0,-1.0,,,,,
1953.0,6.0,27.0,3.0,6.0,7.2,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-2.4,147.4,0.92,1.0,0.5,,,,1.0,
1953.0,8.0,11.0,3.0,1.0,6.8,GREECE,,50.0,IONIAN SEA,38.1,20.6,1.0,1.0,0.6,,,,,
1953.0,8.0,12.0,3.0,1.0,7.2,GREECE,,50.0,IONIAN SEA,38.3,20.8,0.92,2.0,0.6,,,,,
1953.0,9.0,10.0,3.0,1.0,6.3,CYPRUS,,50.0,LEVANTIAN SEA,34.741,32.335,0.92,2.0,0.6,,,,,
1953.0,9.0,14.0,4.0,3.0,6.4,FIJI,,81.0,FIJI ISLANDS,-18.3,178.2,15.0,31.0,1.0,5.0,1.0,,1.0,1.0
1953.0,11.0,25.0,4.0,1.0,7.4,JAPAN,,85.0,"KASHIMA, JAPAN",34.0,141.7,3.0,33.0,1.5,,,,1.0,
1953.0,12.0,12.0,4.0,1.0,7.4,PERU,,89.0,N. PERU,-3.4,-80.6,1.0,2.0,-1.0,,,,,
1954.0,1.0,21.0,3.0,9.0,7.2,ARGENTINA,,71.0,MAR DEL PLATA,-38.0,-57.0,1.0,1.0,0.6,,,,,
1954.0,2.0,1.0,4.0,6.0,7.2,ITALY,,50.0,STROMBOLI ISLAND,38.789,15.213,0.92,4.0,0.6,,,,,
1954.0,9.0,9.0,4.0,3.0,6.7,ALGERIA,,50.0,SEA OF ALBORAN,36.274,1.594,0.33,4.0,0.6,,,,,
1954.0,11.0,18.0,4.0,1.0,6.1,JAPAN,,85.0,"MIYAGI, JAPAN",38.9,142.2,0.92,3.0,0.6,,,,,
1955.0,4.0,19.0,3.0,1.0,6.2,GREECE,,50.0,VOLOS GULF,39.4,23.1,0.92,1.0,0.6,,,,,
1955.0,4.0,19.0,4.0,1.0,7.1,CHILE,,89.0,CENTRAL CHILE,-30.0,-72.0,1.0,7.0,0.6,1.0,1.0,,1.0,1.0
1955.0,9.0,8.0,3.0,1.0,6.5,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-6.9,155.7,0.92,1.0,0.6,,,,,
1955.0,10.0,10.0,3.0,1.0,7.3,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-5.1,152.924,0.92,1.0,0.6,,,,,
1956.0,3.0,5.0,4.0,1.0,6.3,JAPAN,,85.0,NE. HOKKAIDO ISLAND,44.3,144.1,0.4,1.0,-1.3,,,,,
1956.0,7.0,9.0,4.0,1.0,7.7,GREECE,,50.0,CYCLADES,36.664,25.957,30.0,100.0,5.0,3.0,1.0,,2.0,
1956.0,7.0,9.0,3.0,1.0,6.8,GREECE,,50.0,"AMORGOS ISLAND, AEGEAN ISLANDS",36.8,25.5,10.0,1.0,0.6,,,,,
1957.0,3.0,9.0,4.0,1.0,8.6,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.292,-175.629,32.0,332.0,3.9,2.0,1.0,,3.0,1.0
1957.0,6.0,22.0,3.0,1.0,7.3,INDONESIA,,83.0,NW. IRIAN JAYA,-1.5,137.0,1.8,2.0,0.8,,,,,
1957.0,7.0,28.0,4.0,1.0,7.9,MEXICO,,88.0,S. MEXICO,16.5,-99.1,1.3,3.0,1.3,,,,,
1957.0,9.0,26.0,3.0,1.0,5.5,INDONESIA,,60.0,SOUTH OF JAVA,-8.2,107.3,0.7,0.0,-0.5,,,,,
1958.0,1.0,19.0,4.0,1.0,7.6,ECUADOR,,89.0,COLOMBIA-ECUADOR,1.5,-79.5,0.92,3.0,0.6,4.0,1.0,,1.0,1.0
1958.0,4.0,5.0,4.0,10.0,7.2,CANADA,BC,88.0,"RIPPLE ROCK, BC",50.08,-125.3,0.46,0.0,0.6,,,,,
1958.0,7.0,10.0,4.0,3.0,7.8,USA,AK,87.0,"SE. ALASKA, AK",58.37,-136.665,524.6,17.0,4.6,5.0,1.0,0.1,1.0,1.0
1958.0,11.0,6.0,4.0,1.0,8.3,RUSSIA,,86.0,S. KURIL ISLANDS,44.53,148.54,5.0,60.0,2.0,,,,2.0,
1959.0,1.0,22.0,4.0,1.0,6.8,JAPAN,,85.0,SANRIKU,37.5,142.2,0.8,9.0,-0.3,,,,,
1959.0,5.0,4.0,4.0,1.0,8.2,RUSSIA,,86.0,KAMCHATKA,52.5,159.5,0.2,7.0,1.0,,,,,
1959.0,5.0,7.0,4.0,8.0,7.2,NORWAY,,73.0,NORTHERN NORWAY,69.817,20.917,4.0,1.0,0.6,,,,,
1959.0,8.0,17.0,4.0,1.0,7.3,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-7.5,156.0,1.0,5.0,1.3,,,,2.0,
1959.0,10.0,26.0,4.0,1.0,6.7,JAPAN,,85.0,SANRIKU,37.5,143.2,0.11,8.0,-3.3,,,,,
1960.0,3.0,20.0,4.0,1.0,7.5,JAPAN,,85.0,SANRIKU,39.8,143.4,1.0,19.0,0.0,,,,,
1960.0,3.0,23.0,4.0,1.0,6.7,JAPAN,,85.0,SANRIKU,39.4,143.7,0.75,12.0,-1.0,,,,,
1960.0,5.0,21.0,4.0,1.0,8.2,CHILE,,89.0,CENTRAL CHILE,-37.872,-73.243,0.5,7.0,0.6,,,,,
1960.0,5.0,22.0,4.0,1.0,9.5,CHILE,,89.0,SOUTHERN CHILE,-38.143,-73.407,25.0,1277.0,4.6,2226.0,4.0,1000.0,4.0,4.0
1960.0,6.0,11.0,3.0,1.0,6.6,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-9.4,152.3,0.92,1.0,-0.5,,,,,
1960.0,7.0,29.0,4.0,1.0,6.7,JAPAN,,85.0,SANRIKU,40.3,142.5,0.3,5.0,-1.0,,,,,
1960.0,11.0,20.0,3.0,1.0,6.8,PERU,,89.0,N. PERU,-6.8,-80.7,9.0,19.0,3.2,66.0,2.0,0.55,1.0,
1961.0,1.0,16.0,4.0,1.0,6.8,JAPAN,,85.0,"KASHIMA, JAPAN",36.0,142.3,0.4,5.0,-1.3,,,,,
1961.0,1.0,16.0,4.0,1.0,6.4,JAPAN,,85.0,"KASHIMA, JAPAN",36.0,141.9,0.4,2.0,-1.3,,,,,
1961.0,1.0,16.0,4.0,1.0,6.5,JAPAN,,85.0,"KASHIMA, JAPAN",36.2,141.9,0.4,4.0,-1.3,,,,,
1961.0,2.0,12.0,4.0,1.0,6.6,RUSSIA,,86.0,S. KURIL ISLANDS,43.2,147.9,1.0,5.0,0.6,,,,,
1961.0,2.0,26.0,4.0,1.0,7.6,JAPAN,,85.0,SEIKAIDO,31.6,131.8,0.65,34.0,0.6,,,,,
1961.0,7.0,18.0,4.0,1.0,6.6,JAPAN,,85.0,RYUKYU ISLANDS,29.6,131.8,0.2,6.0,-2.3,,,,,
1961.0,7.0,23.0,3.0,1.0,7.3,VANUATU,,82.0,VANUATU ISLANDS,-18.421,168.411,0.9,2.0,0.6,,,,1.0,
1961.0,8.0,11.0,4.0,1.0,7.0,JAPAN,,85.0,SE. HOKKAIDO ISLAND,42.9,145.6,0.1,9.0,-3.3,,,,,
1961.0,11.0,15.0,4.0,1.0,6.9,JAPAN,,85.0,SE. HOKKAIDO ISLAND,42.7,145.7,0.1,9.0,-3.3,,,,,
1962.0,1.0,11.0,3.0,1.0,6.1,CROATIA,,50.0,DALMATIAN COASTS,43.3,17.1,0.04,1.0,0.6,,,,,
1962.0,3.0,12.0,3.0,1.0,6.8,PANAMA,,88.0,COSTA RICA-PANAMA,8.008,-82.757,0.1,2.0,-3.3,,,,,
1962.0,4.0,12.0,4.0,1.0,7.2,JAPAN,,85.0,SANRIKU,38.073,142.741,1.0,12.0,0.6,,,,,
1962.0,4.0,23.0,4.0,1.0,7.0,JAPAN,,85.0,SE. HOKKAIDO ISLAND,42.2,143.9,0.1,10.0,-3.3,,,,,
1962.0,5.0,11.0,4.0,1.0,7.0,MEXICO,,88.0,S. MEXICO,17.2,-99.6,0.81,1.0,-0.3,,,,,
1962.0,5.0,19.0,3.0,1.0,7.2,MEXICO,,88.0,S. MEXICO,17.2,-99.5,0.34,1.0,0.6,,,,,
1963.0,2.0,7.0,4.0,8.0,7.2,GREECE,,50.0,CORINTH GULF,38.31,22.02,6.0,9.0,0.6,2.0,1.0,,1.0,1.0
1963.0,2.0,13.0,4.0,1.0,7.3,TAIWAN,,84.0,E. TAIWAN-RYUKYU ISLANDS,24.4,122.1,0.2,2.0,-2.3,,,,,
1963.0,3.0,28.0,3.0,0.0,7.2,CANADA,BC,88.0,"GRAHAM ISLAND, BRITISH COLUMBIA",54.0,-132.25,5.5,7.0,0.6,1.0,1.0,,2.0,
1963.0,9.0,18.0,4.0,1.0,6.2,TURKEY,,50.0,MARMARA SEA,40.698,29.159,1.0,1.0,0.6,,,,,
1963.0,10.0,12.0,4.0,1.0,7.1,RUSSIA,,86.0,S. KURIL ISLANDS,44.426,149.272,0.12,3.0,-3.3,,,,,
1963.0,10.0,13.0,4.0,1.0,8.5,RUSSIA,,86.0,S. KURIL ISLANDS,44.772,149.798,4.5,91.0,2.3,,,,,
1963.0,10.0,20.0,4.0,1.0,7.9,RUSSIA,,86.0,S. KURIL ISLANDS,44.772,150.563,15.0,22.0,3.9,,,,,
1964.0,3.0,28.0,4.0,3.0,9.2,USA,AK,87.0,"PRINCE WILLIAM SOUND, AK",61.017,-147.648,51.8,426.0,6.1,124.0,3.0,116.0,4.0,3.0
1964.0,4.0,2.0,3.0,3.0,7.0,INDONESIA,,60.0,OFF NORTHWEST COAST OF INDONESIA,5.8,95.4,0.92,1.0,-0.5,,,,,
1964.0,5.0,7.0,4.0,1.0,6.9,JAPAN,,85.0,NW. HONSHU ISLAND,40.3,139.0,0.6,35.0,-0.1,,,,,
1964.0,5.0,7.0,3.0,1.0,6.6,JAPAN,,85.0,NW. HONSHU ISLAND,40.4,139.0,0.92,2.0,0.6,,,,,
1964.0,5.0,19.0,3.0,8.0,7.2,USA,NY,75.0,"LONG ISLAND, NY",40.8,-73.1,0.28,11.0,0.6,,,,,
1964.0,6.0,16.0,4.0,1.0,7.5,JAPAN,,85.0,NW. HONSHU ISLAND,38.65,139.2,5.8,168.0,2.7,26.0,1.0,80.0,4.0,4.0
1964.0,7.0,24.0,4.0,1.0,6.8,RUSSIA,,86.0,S. KURIL ISLANDS,47.159,153.876,0.08,5.0,-3.3,,,,,
1964.0,11.0,17.0,3.0,1.0,7.6,PAPUA NEW GUINEA,,82.0,NEW BRITAIN,-5.7,150.7,0.05,1.0,0.6,,,,,
1964.0,12.0,10.0,4.0,1.0,6.3,JAPAN,,85.0,NW. HONSHU ISLAND,40.4,138.9,0.1,4.0,-3.3,,,,,
1965.0,1.0,24.0,4.0,1.0,7.6,INDONESIA,,83.0,SANANA ISLAND,-2.4,126.1,0.92,4.0,2.0,71.0,2.0,,4.0,4.0
1965.0,2.0,4.0,4.0,1.0,8.7,USA,AK,87.0,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.29,178.55,10.7,84.0,3.3,,,0.01,1.0,
1965.0,3.0,9.0,3.0,1.0,6.3,GREECE,,50.0,AEGEAN SEA,39.4,24.0,0.92,2.0,0.6,,,,,
1965.0,3.0,30.0,4.0,1.0,7.6,USA,AK,87.0,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",50.32,177.93,0.1,3.0,-2.3,,,,,
1965.0,6.0,11.0,4.0,1.0,7.2,RUSSIA,,86.0,S. KURIL ISLANDS,44.7,148.7,0.1,6.0,-3.3,,,,,
1965.0,7.0,2.0,4.0,1.0,6.5,USA,AK,87.0,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",53.03,-167.55,0.08,3.0,-3.3,,,,,
1965.0,7.0,6.0,3.0,3.0,6.1,GREECE,,50.0,NORTH CORINTH GULF,38.384,22.545,3.0,2.0,4.3,1.0,1.0,,1.0,
1965.0,8.0,11.0,4.0,1.0,7.0,VANUATU,,82.0,VANUATU ISLANDS,-15.8,167.2,7.0,4.0,2.8,,,,,
1965.0,8.0,23.0,4.0,1.0,7.8,MEXICO,,88.0,MEXICO,16.3,-95.8,0.4,1.0,-1.3,,,,,
1965.0,9.0,28.0,4.0,6.0,7.2,PHILIPPINES,,84.0,"TAAL, LUZON ISLAND",14.002,120.993,4.7,1.0,0.6,355.0,3.0,,,
1966.0,3.0,12.0,3.0,1.0,7.6,TAIWAN,,84.0,E. TAIWAN-RYUKYU ISLANDS,24.1,122.6,0.1,5.0,-3.3,,,,,
1966.0,5.0,8.0,4.0,8.0,7.2,NORWAY,,73.0,EASTERN NORWAY,59.6,10.633,6.0,0.0,0.6,,,,2.0,
1966.0,6.0,15.0,3.0,1.0,7.1,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.343,160.883,0.2,3.0,0.5,,,,,
1966.0,7.0,12.0,4.0,1.0,5.5,RUSSIA,,40.0,BLACK SEA,44.75,37.0,0.2,7.0,0.6,,,,,
1966.0,10.0,17.0,4.0,1.0,8.1,PERU,,89.0,CENTRAL PERU,-10.748,-78.638,3.0,60.0,-1.0,,,2.0,2.0,3.0
1966.0,12.0,28.0,4.0,1.0,7.8,CHILE,,89.0,NORTHERN CHILE,-25.5,-70.7,0.42,13.0,0.6,,,,,
1966.0,12.0,31.0,4.0,1.0,7.8,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-11.893,166.445,2.0,7.0,0.6,,,,,
1966.0,12.0,31.0,4.0,1.0,7.2,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-12.334,166.684,0.8,1.0,0.6,,,,,
1966.0,1.0,1.0,3.0,6.0,7.2,SOLOMON ISLANDS,,82.0,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,0.92,0.0,0.6,,,,,
1967.0,4.0,11.0,3.0,1.0,5.5,INDONESIA,,83.0,MAKASSAR STRAIT,-3.7,119.3,0.92,2.0,1.6,13.0,1.0,,1.0,1.0
1967.0,4.0,12.0,3.0,1.0,6.1,INDONESIA,,60.0,NORTHEAST SUMATRA,5.5,97.3,0.92,1.0,1.0,,,,,
1967.0,7.0,30.0,4.0,1.0,6.6,VENEZUELA,,74.0,CARACAS,10.559,-67.33,0.08,1.0,0.6,,,,,
1967.0,8.0,13.0,4.0,1.0,6.4,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.4,152.5,0.1,1.0,-3.3,,,,,
1967.0,12.0,21.0,3.0,1.0,7.5,CHILE,,89.0,NORTHERN CHILE,-21.7,-69.5,0.92,1.0,-0.5,,,,,
1968.0,1.0,29.0,4.0,1.0,7.3,RUSSIA,,86.0,S. KURIL ISLANDS,43.586,146.701,0.18,17.0,-1.7,,,,,
1968.0,2.0,19.0,4.0,1.0,7.2,GREECE,,50.0,"LEMNOS ISLAND, NORTH AEGEAN SEA",39.368,24.957,1.2,3.0,0.3,,,,,
1968.0,4.0,1.0,4.0,1.0,7.5,JAPAN,,85.0,SEIKAIDO,32.3,132.5,3.07,62.0,1.3,,,,1.0,1.0
1968.0,4.0,18.0,3.0,1.0,4.6,ITALY,,50.0,LIGURIA-COTE D'AZUR,44.08,8.0,3.0,1.0,0.6,,,,,
1968.0,5.0,4.0,3.0,0.0,7.2,CHILE,,89.0,EASTER ISLAND REGION,-27.15,-109.45,0.92,1.0,0.6,,,,1.0,
1968.0,5.0,16.0,4.0,1.0,8.2,JAPAN,,85.0,OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,6.0,330.0,2.3,52.0,2.0,,3.0,3.0
1968.0,5.0,16.0,4.0,1.0,7.5,JAPAN,,85.0,OFF COAST OF HONSHU ISLAND,41.5,142.7,0.58,10.0,0.6,,,,,
1968.0,6.0,12.0,4.0,1.0,7.2,JAPAN,,85.0,SANRIKU,39.4,143.1,0.95,28.0,1.6,,,,,
1968.0,8.0,1.0,4.0,1.0,7.3,PHILIPPINES,,84.0,E. LUZON ISLAND,16.5,122.2,0.16,40.0,-1.7,1.0,1.0,,,
1968.0,8.0,2.0,3.0,1.0,7.3,MEXICO,,88.0,ACAPULCO,16.519,-97.739,0.92,1.0,0.6,,,,,
1968.0,8.0,10.0,4.0,1.0,7.6,INDONESIA,,83.0,N. MOLUCCAS ISLANDS,1.4,126.2,0.4,22.0,-1.3,,,,,
1968.0,8.0,14.0,4.0,1.0,7.8,INDONESIA,,83.0,BANDA SEA,0.2,119.8,10.0,7.0,3.3,200.0,3.0,,3.0,3.0
1968.0,9.0,3.0,4.0,1.0,6.6,TURKEY,,40.0,BLACK SEA,41.8,32.3,3.0,2.0,0.6,,,,,
1969.0,2.0,23.0,4.0,1.0,7.0,INDONESIA,,83.0,MAKASSAR STRAIT,-3.201,118.904,4.0,5.0,2.0,600.0,3.0,,3.0,3.0
1969.0,2.0,28.0,4.0,1.0,7.8,PORTUGAL,,73.0,PORTUGAL,36.017,-10.95,0.9,19.0,0.6,,,,,
1969.0,3.0,31.0,3.0,1.0,7.0,EGYPT,,30.0,GULF OF SUEZ,27.7,34.0,0.92,1.0,0.6,,,,,
