Year,Mo,Dy,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Country,Area,Region,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Deaths,Death Description,Damage ($Mil),Damage Description,Houses Destroyed Description
1992.0,7.0,18.0,4.0,1.0,7.0,JAPAN,,85.0,HONSHU ISLAND,39.419,143.33,0.3,4.0,-2.3,,,,,
1992.0,9.0,2.0,4.0,1.0,7.6,NICARAGUA,,88.0,NICARAGUA,11.5,-87.609,9.9,83.0,3.3,170.0,3.0,30.0,4.0,4.0
1992.0,12.0,12.0,4.0,3.0,7.8,INDONESIA,,60.0,FLORES SEA,-8.48,121.896,26.2,111.0,4.7,1169.0,4.0,100.0,4.0,4.0
1993.0,2.0,7.0,4.0,1.0,6.3,JAPAN,,85.0,HONSHU ISLAND,37.634,137.245,0.5,1.0,-1.0,,,,,
1993.0,3.0,12.0,3.0,1.0,6.4,WALLIS AND FUTUNA (FRENCH TERRITORY),,81.0,FUTUNA,-14.385,-178.252,0.92,1.0,0.6,,,,1.0,
1993.0,6.0,8.0,4.0,1.0,7.5,RUSSIA,,86.0,KAMCHATKA,51.218,157.829,0.1,6.0,-1.0,,,,,
1993.0,7.0,12.0,4.0,1.0,7.7,JAPAN,,85.0,SEA OF JAPAN,42.851,139.197,32.0,196.0,5.0,208.0,3.0,1207.0,4.0,4.0
1993.0,8.0,7.0,4.0,1.0,6.3,JAPAN,,85.0,JAPAN,41.985,139.839,0.16,1.0,0.6,,,,,
1993.0,8.0,8.0,4.0,1.0,7.8,USA TERRITORY,GU,81.0,"GUAM, MARIANA ISLANDS",12.982,144.801,2.4,48.0,-1.0,,,,1.0,
1993.0,11.0,13.0,4.0,1.0,7.0,RUSSIA,,86.0,KAMCHATKA,51.934,158.647,0.05,1.0,-3.3,,,,,
1994.0,1.0,17.0,3.0,1.0,6.7,USA,,88.0,"WEST COAST, USA",34.213,-118.537,0.1,0.0,-3.3,,,,,
1994.0,1.0,21.0,4.0,1.0,7.0,INDONESIA,,83.0,HALMAHERA,1.015,127.733,2.0,3.0,1.0,,,,,
1994.0,4.0,8.0,4.0,1.0,6.4,JAPAN,,85.0,HOKKAIDO ISLAND,40.608,143.683,0.11,3.0,-2.3,,,,,
1994.0,4.0,28.0,4.0,8.0,7.2,NORWAY,,73.0,WESTERN NORWAY,61.267,6.583,4.0,1.0,0.6,,,,1.0,
1994.0,6.0,2.0,4.0,1.0,7.8,INDONESIA,,60.0,SOUTH OF JAVA,-10.477,112.835,13.9,74.0,3.7,238.0,3.0,2.2,2.0,4.0
1994.0,6.0,3.0,4.0,1.0,6.6,INDONESIA,,60.0,SOUTH OF JAVA,-10.362,112.892,3.7,1.0,0.6,,,,,
1994.0,6.0,5.0,4.0,1.0,6.1,INDONESIA,,60.0,SOUTH OF JAVA,-10.341,113.369,3.0,1.0,0.6,,,,,
1994.0,9.0,1.0,4.0,1.0,7.0,USA,CA,88.0,N. CALIFORNIA,40.402,-125.68,0.07,1.0,-3.3,,,,,
1994.0,9.0,16.0,4.0,1.0,6.7,TAIWAN,,84.0,TAIWAN STRAIT,22.528,118.711,0.24,3.0,0.6,,,,,
1994.0,9.0,19.0,4.0,6.0,7.2,PAPUA NEW GUINEA,,82.0,PAPUA NEW GUINEA,-4.238,152.214,3.0,3.0,1.2,,,,1.0,1.0
1994.0,10.0,4.0,4.0,1.0,8.3,RUSSIA,,86.0,S. KURIL ISLANDS,43.773,147.321,10.4,118.0,2.3,,,,1.0,1.0
1994.0,10.0,8.0,4.0,1.0,6.8,INDONESIA,,83.0,HALMAHERA,-1.258,127.98,3.0,1.0,1.6,1.0,1.0,,2.0,
1994.0,10.0,9.0,4.0,1.0,7.3,RUSSIA,,86.0,S. KURIL ISLANDS,43.905,147.916,0.2,2.0,-3.3,,,,,
1994.0,11.0,4.0,4.0,8.0,7.2,USA,AK,87.0,"SKAGWAY, AK",59.5,-135.3,9.0,2.0,3.5,1.0,1.0,25.0,4.0,
1994.0,11.0,14.0,4.0,1.0,7.1,PHILIPPINES,,84.0,PHILIPPINE ISLANDS,13.525,121.067,7.3,56.0,2.9,81.0,2.0,3.7,2.0,4.0
1994.0,12.0,28.0,4.0,1.0,7.8,JAPAN,,85.0,"TOHUKU, JAPAN",40.525,143.419,0.53,13.0,0.6,,,,,
1994.0,1.0,1.0,3.0,8.0,7.2,RUSSIA,,40.0,KERCH STRAIT,45.22,36.72,0.5,0.0,0.6,,,,,
1995.0,1.0,16.0,4.0,1.0,6.9,JAPAN,,85.0,"KOBE, JAPAN",34.59,135.069,0.34,2.0,-2.3,,,,,
1995.0,4.0,7.0,4.0,1.0,7.4,SAMOA,,81.0,SAMOA ISLANDS,-15.199,-173.529,0.09,2.0,-1.7,,,,,
1995.0,4.0,21.0,4.0,1.0,7.2,PHILIPPINES,,84.0,SAMAR ISLAND,12.059,125.58,0.2,1.0,-3.3,,,,,
1995.0,4.0,21.0,4.0,1.0,6.8,PHILIPPINES,,84.0,SAMAR ISLAND,12.047,125.92,0.2,0.0,-2.3,,,,,
1995.0,5.0,14.0,4.0,3.0,6.9,INDONESIA,,60.0,TIMOR SEA,-8.452,125.049,4.0,2.0,2.0,11.0,1.0,,1.0,2.0
1995.0,5.0,16.0,4.0,1.0,7.7,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-23.008,169.9,0.5,9.0,-1.3,,,,,
1995.0,5.0,27.0,4.0,1.0,7.1,RUSSIA,,86.0,SAKHALIN ISLAND,52.629,142.827,0.1,2.0,-2.3,,,,,
1995.0,6.0,15.0,4.0,3.0,6.5,GREECE,,50.0,GULF OF CORINTH: AIYION,38.401,22.283,1.0,2.0,-1.0,,,,,
1995.0,7.0,30.0,4.0,1.0,8.0,CHILE,,89.0,NORTHERN CHILE,-23.34,-70.294,3.0,91.0,1.6,,,0.131,1.0,3.0
1995.0,8.0,16.0,4.0,1.0,7.7,PAPUA NEW GUINEA,,82.0,SOLOMON SEA,-5.799,154.178,0.28,2.0,-1.0,,,,,
1995.0,9.0,14.0,3.0,1.0,7.4,MEXICO,,88.0,S. MEXICO,16.779,-98.597,0.4,1.0,-1.3,,,,,
1995.0,10.0,9.0,4.0,1.0,8.0,MEXICO,,88.0,S. MEXICO,19.055,-104.205,11.0,34.0,2.3,1.0,1.0,,1.0,1.0
1995.0,10.0,18.0,4.0,1.0,7.1,JAPAN,,85.0,RYUKYU ISLANDS,27.929,130.175,2.59,42.0,0.8,,,,1.0,
1995.0,10.0,19.0,4.0,3.0,6.8,JAPAN,,85.0,RYUKYU ISLANDS,28.094,130.148,1.5,16.0,0.6,,,,,
1995.0,11.0,1.0,4.0,1.0,6.7,CHILE,,89.0,NORTHERN CHILE,-28.906,-71.417,0.07,1.0,-3.3,,,,,
1995.0,11.0,22.0,4.0,1.0,7.2,EGYPT,,30.0,GULF OF ELAT-AQABA,28.826,34.799,4.0,7.0,0.6,,,,2.0,1.0
1995.0,12.0,3.0,4.0,1.0,7.9,RUSSIA,,86.0,S. KURIL ISLANDS,44.663,149.3,1.1,37.0,0.1,,,,,
1996.0,1.0,1.0,4.0,1.0,7.9,INDONESIA,,83.0,SULAWESI,0.729,119.931,3.43,16.0,2.3,9.0,1.0,1.2,2.0,3.0
1996.0,1.0,1.0,4.0,8.0,7.2,GREECE,,50.0,W. CORINTH GULF,38.367,22.083,2.0,1.0,0.6,,,,1.0,
1996.0,1.0,2.0,4.0,6.0,7.2,RUSSIA,,86.0,"KARYMSKOYE, KAMCHATKA, RUSSIA",54.05,159.43,30.0,1.0,0.6,,,,1.0,
1996.0,2.0,17.0,4.0,1.0,8.2,INDONESIA,,83.0,IRIAN JAYA,-0.891,136.952,7.7,115.0,2.9,110.0,3.0,4.2,2.0,4.0
1996.0,2.0,21.0,4.0,1.0,7.5,PERU,,89.0,N. PERU,-9.593,-79.587,5.04,59.0,2.3,12.0,1.0,,1.0,1.0
1996.0,2.0,25.0,4.0,1.0,7.1,MEXICO,,88.0,MEXICO,15.978,-98.07,0.1,1.0,-3.3,,,,,
1996.0,6.0,10.0,4.0,1.0,7.9,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.564,-177.632,0.51,64.0,0.6,,,,,
1996.0,6.0,10.0,4.0,1.0,7.3,USA,AK,87.0,"ANDREANOF ISLANDS, AK",51.478,-176.847,0.18,1.0,-3.3,,,,,
1996.0,9.0,4.0,4.0,1.0,5.7,JAPAN,,85.0,HONSHU ISLAND,31.555,139.931,0.3,14.0,-2.3,,,,,
1996.0,9.0,5.0,4.0,1.0,6.9,CHILE,,89.0,EASTER ISLAND REGION,-22.118,-113.436,0.09,2.0,-3.3,,,,,
1996.0,9.0,5.0,4.0,1.0,6.8,TAIWAN,,84.0,TAIWAN REGION,21.898,121.498,0.11,3.0,0.6,,,,,
1996.0,10.0,18.0,4.0,1.0,6.6,JAPAN,,85.0,KYUSHU ISLAND,30.568,131.093,0.2,1.0,-2.3,,,,,
1996.0,10.0,19.0,4.0,1.0,6.7,JAPAN,,85.0,KYUSHU ISLAND,31.885,131.468,0.55,6.0,0.1,,,,,
1996.0,11.0,12.0,4.0,1.0,7.7,PERU,,89.0,S. PERU,-14.993,-75.675,0.4,3.0,-1.7,,,,,
1996.0,12.0,2.0,4.0,1.0,6.7,JAPAN,,85.0,SEA OF JAPAN,31.789,131.314,0.2,4.0,-2.3,,,,,
1997.0,3.0,12.0,3.0,0.0,7.2,NEW CALEDONIA,,82.0,NEW CALEDONIA,-21.7,168.0,2.0,1.0,0.6,,,,,
1997.0,4.0,21.0,4.0,1.0,7.7,SOLOMON ISLANDS,,82.0,SANTA CRUZ IS. VANUATU,-12.584,166.676,3.0,41.0,-2.3,,,,1.0,1.0
1997.0,7.0,9.0,3.0,1.0,7.0,VENEZUELA,,74.0,CARIACO-CUMANA,10.598,-63.486,0.92,1.0,0.6,,,,,
1997.0,9.0,30.0,4.0,1.0,6.2,JAPAN,,85.0,S. OF HONSHU ISLAND,31.959,141.878,0.03,1.0,0.6,,,,,
1997.0,10.0,14.0,4.0,1.0,7.7,TONGA,,81.0,TONGA ISLANDS,-22.1,-176.77,0.1,1.0,0.6,,,,,
1997.0,12.0,5.0,4.0,1.0,7.8,RUSSIA,,86.0,KAMCHATKA,54.841,162.035,8.0,18.0,0.6,,,,,
1997.0,12.0,14.0,3.0,8.0,7.2,RUSSIA,,86.0,KAMCHATKA,54.841,162.035,8.0,1.0,3.0,,,,1.0,
1997.0,12.0,26.0,4.0,7.0,7.2,MONTSERRAT,,74.0,WHITE RIVER VALLEY,16.72,-62.18,3.0,1.0,0.6,,,,,
1998.0,3.0,19.0,4.0,8.0,7.2,NORWAY,,73.0,WESTERN NORWAY,61.183,5.267,6.0,1.0,0.6,,,,2.0,
1998.0,3.0,25.0,3.0,1.0,8.1,ANTARCTICA,,81.0,BALLENY ISLANDS,-62.877,149.527,0.01,0.0,0.6,,,,,
1998.0,5.0,3.0,4.0,1.0,7.5,TAIWAN,,84.0,TAIWAN:  SOUTHEAST OF,22.306,125.308,0.13,15.0,0.6,,,,,
1998.0,5.0,30.0,4.0,1.0,6.2,JAPAN,,85.0,SANRIKU,39.027,143.441,0.01,0.0,0.6,,,,,
1998.0,7.0,17.0,4.0,3.0,7.0,PAPUA NEW GUINEA,,82.0,PAPUA NEW GUINEA,-2.943,142.582,15.03,93.0,0.6,1636.0,4.0,,3.0,3.0
1999.0,1.0,20.0,4.0,6.0,7.2,MONTSERRAT,,74.0,SOUFRIERE HILLS VOLCANO,16.722,-62.18,2.0,3.0,0.6,,,,,
1999.0,8.0,17.0,4.0,1.0,7.6,TURKEY,,50.0,"KOCAELI, TURKEY",40.76,29.97,2.52,26.0,0.6,155.0,3.0,,2.0,
1999.0,9.0,13.0,4.0,8.0,7.2,FRENCH POLYNESIA,,81.0,FATU HIVA,-10.52,-138.67,8.0,9.0,0.6,,,,1.0,
1999.0,11.0,26.0,4.0,1.0,7.5,VANUATU,,82.0,VANUATU ISLANDS,-16.423,168.214,6.6,53.0,0.6,5.0,1.0,,3.0,3.0
2000.0,4.0,5.0,4.0,3.0,5.5,GREECE,,50.0,CRETE,34.22,25.69,0.5,1.0,0.6,,,,,
2000.0,5.0,4.0,4.0,1.0,7.6,INDONESIA,,83.0,SULAWESI,-1.105,123.573,6.0,2.0,0.6,54.0,2.0,,3.0,4.0
2000.0,6.0,18.0,4.0,1.0,7.9,AUSTRALIA,,60.0,SOUTH INDIAN OCEAN,-13.802,97.453,0.3,1.0,0.6,,,,,
2000.0,7.0,1.0,4.0,1.0,6.1,JAPAN,,85.0,"KOZU-SHIMA ISLAND, HONSHU",34.221,139.131,0.07,4.0,0.6,,,,,
2000.0,7.0,8.0,3.0,8.0,7.2,RUSSIA,,40.0,KERCH STRAIT,45.12,36.7,0.5,1.0,0.6,,,,,
2000.0,7.0,15.0,4.0,1.0,6.1,JAPAN,,85.0,HONSHU: S COAST,34.319,139.26,0.07,1.0,0.6,,,,,
2000.0,7.0,30.0,4.0,1.0,6.5,JAPAN,,85.0,HONSHU: S COAST,33.901,139.376,0.14,1.0,0.6,,,,,
2000.0,11.0,16.0,4.0,1.0,8.0,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-4.001,152.327,3.0,9.0,0.6,,,,2.0,
2000.0,11.0,21.0,4.0,8.0,7.2,GREENLAND,,72.0,"PAATUUT, GREENLAND",70.25,-52.75,50.0,4.0,0.6,,,,1.0,1.0
2001.0,1.0,13.0,3.0,1.0,7.7,EL SALVADOR,,88.0,EL SALVADOR,13.049,-88.66,0.25,1.0,0.6,,,,,
2001.0,6.0,23.0,4.0,1.0,8.4,PERU,,89.0,S. PERU,-16.265,-73.641,8.8,152.0,0.6,26.0,1.0,,4.0,4.0
2001.0,10.0,12.0,4.0,1.0,6.1,CANADA,BC,88.0,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,0.11,4.0,0.6,,,,,
2001.0,12.0,18.0,4.0,1.0,6.8,TAIWAN,,84.0,TAIWAN,23.954,122.734,0.16,6.0,0.6,,,,,
2002.0,1.0,2.0,4.0,1.0,7.2,VANUATU,,82.0,VANUATU ISLANDS,-17.6,167.856,3.0,2.0,-4.64,,,,,
2002.0,3.0,5.0,4.0,1.0,7.5,PHILIPPINES,,84.0,"MINDANAO ISLAND, PHILIPPINES",6.033,124.249,3.0,3.0,0.6,,,,1.0,
2002.0,3.0,24.0,3.0,0.0,7.2,GREECE,,50.0,DODECANESE ISLANDS,36.45,28.2,4.0,1.0,0.6,,,,1.0,
2002.0,3.0,26.0,3.0,1.0,6.4,JAPAN,,85.0,JAPAN,23.346,124.09,0.05,3.0,0.6,,,,,
2002.0,3.0,31.0,4.0,1.0,7.1,TAIWAN,,84.0,TAIWAN,24.279,122.179,0.2,11.0,0.6,,,,,
2002.0,9.0,8.0,4.0,1.0,7.6,PAPUA NEW GUINEA,,82.0,BISMARCK SEA,-3.26,142.94,5.5,88.0,0.58,,,,1.0,1.0
2002.0,9.0,13.0,4.0,1.0,6.5,INDIA,,60.0,"ANDAMAN ISLANDS, INDIA",13.036,93.068,0.92,4.0,0.6,,,,1.0,
2002.0,12.0,30.0,4.0,7.0,7.2,ITALY,,50.0,STROMBOLI ISLAND,38.789,15.213,10.9,41.0,0.6,,,,2.0,
2003.0,1.0,20.0,4.0,1.0,7.3,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-10.491,160.77,2.0,2.0,0.6,,,,,
2003.0,1.0,22.0,4.0,1.0,7.5,MEXICO,,88.0,S. MEXICO,18.77,-104.104,0.61,6.0,0.6,,,,,
2003.0,5.0,21.0,4.0,1.0,6.8,ALGERIA,,50.0,N. ALGERIA,36.964,3.634,3.0,39.0,1.0,,,,2.0,3.0
2003.0,5.0,27.0,4.0,1.0,5.7,ALGERIA,,50.0,ALGIERS,36.939,3.578,0.08,2.0,0.6,,,,,
2003.0,7.0,12.0,4.0,6.0,7.2,MONTSERRAT,,74.0,SOUFRIERE HILLS VOLCANO,16.722,-62.18,4.0,5.0,0.6,,,,1.0,
2003.0,8.0,4.0,4.0,1.0,7.6,ANTARCTICA,,71.0,SCOTIA SEA,-60.532,-43.411,0.92,1.0,0.6,,,,,
2003.0,8.0,14.0,3.0,1.0,6.3,GREECE,,50.0,IONIAN SEA,39.16,20.605,0.5,1.0,0.6,,,,1.0,
2003.0,8.0,21.0,4.0,3.0,7.2,NEW ZEALAND,,81.0,SOUTH ISLAND,-45.104,167.144,4.0,3.0,0.6,,,,1.0,
2003.0,9.0,25.0,4.0,1.0,8.3,JAPAN,,85.0,HOKKAIDO ISLAND,41.815,143.91,4.4,268.0,0.6,2.0,1.0,,1.0,
2003.0,10.0,31.0,4.0,1.0,7.0,JAPAN,,85.0,E. HONSHU ISLAND,37.812,142.619,0.32,4.0,0.6,,,,,
2003.0,11.0,17.0,4.0,1.0,7.8,USA,AK,87.0,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,0.33,20.0,0.6,,,,,
2003.0,12.0,27.0,4.0,1.0,7.3,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-22.015,169.766,0.15,2.0,0.6,,,,,
2004.0,1.0,28.0,4.0,1.0,6.7,INDONESIA,,83.0,SERAM ISLAND,-3.12,127.4,0.92,1.0,0.6,,,,,
2004.0,2.0,11.0,4.0,1.0,5.3,JORDAN,,50.0,DEAD SEA,31.675,35.551,1.0,1.0,0.6,,,,,
2004.0,8.0,24.0,3.0,8.0,7.2,FRANCE,,50.0,MARSEILLES,43.3,5.37,0.92,1.0,0.6,,,,,
2004.0,9.0,5.0,4.0,1.0,7.2,JAPAN,,85.0,SOUTH COAST HONSHU ISLAND,33.07,136.618,0.63,12.0,0.6,,,,,
2004.0,9.0,5.0,4.0,1.0,7.4,JAPAN,,85.0,SOUTH COAST HONSHU ISLAND,33.184,137.071,0.93,24.0,0.6,,,,,
2004.0,11.0,2.0,4.0,1.0,6.6,CANADA,BC,88.0,VANCOUVER ISLAND,49.277,-128.772,0.06,2.0,0.6,,,,,
2004.0,11.0,11.0,4.0,1.0,7.5,INDONESIA,,60.0,KEPULAUAN ALOR,-8.152,124.868,2.0,3.0,0.6,,,,1.0,
2004.0,11.0,21.0,4.0,1.0,6.3,GUADELOUPE (FRENCH TERRITORY),,74.0,"BASSE-TERRE, LES SAINTES",15.679,-61.706,2.0,9.0,0.6,,,,,
2004.0,11.0,22.0,4.0,1.0,7.1,NEW ZEALAND,,81.0,PUYSEGUR TRENCH,-46.676,164.721,0.92,1.0,0.6,,,,,
2004.0,11.0,28.0,4.0,1.0,7.0,JAPAN,,85.0,HOKKAIDO ISLAND,43.006,145.119,0.12,2.0,0.6,,,,,
2004.0,12.0,23.0,4.0,1.0,8.1,AUSTRALIA,,81.0,MACQUARIE ISLAND,-49.312,161.345,0.3,4.0,0.6,,,,,
2004.0,12.0,26.0,4.0,1.0,9.1,INDONESIA,,60.0,OFF W. COAST OF SUMATRA,3.316,95.854,50.9,1739.0,0.6,227899.0,4.0,10000.0,4.0,4.0
2005.0,1.0,19.0,4.0,1.0,6.6,JAPAN,,85.0,E. HONSHU ISLAND,34.064,141.491,0.39,11.0,0.6,,,,,
2005.0,2.0,14.0,3.0,1.0,5.8,GUADELOUPE (FRENCH TERRITORY),,74.0,DOMINICA PASSAGE,15.775,-61.744,0.92,2.0,0.6,,,,,
2005.0,3.0,28.0,4.0,1.0,8.6,INDONESIA,,60.0,INDONESIA,2.085,97.108,4.2,73.0,0.6,10.0,1.0,,1.0,
2005.0,4.0,10.0,4.0,1.0,6.7,INDONESIA,,60.0,KEPULAUAN MENTAWAI,-1.644,99.607,0.4,1.0,0.6,,,,,
2005.0,6.0,15.0,4.0,1.0,7.2,USA,CA,88.0,N. CALIFORNIA,41.301,-125.97,0.1,5.0,0.6,,,,,
2005.0,8.0,16.0,4.0,1.0,7.2,JAPAN,,85.0,E. COAST HONSHU ISLAND,38.276,142.039,0.05,1.0,0.6,,,,,
2005.0,11.0,14.0,4.0,1.0,7.0,JAPAN,,85.0,E. COAST HONSHU ISLAND,38.107,144.896,0.42,1.0,0.6,,,,,
2005.0,12.0,9.0,4.0,9.0,7.2,CANADA,BC,88.0,BRITISH COLUMBIA,,,0.08,14.0,0.6,,,,,
2006.0,1.0,1.0,3.0,1.0,5.6,JAPAN,,85.0,S. OF HONSHU ISLAND,31.394,140.131,0.92,0.0,0.6,,,,,
2006.0,3.0,14.0,4.0,1.0,6.7,INDONESIA,,83.0,SERAM ISLAND,-3.595,127.214,3.5,1.0,0.6,4.0,1.0,,2.0,3.0
2006.0,5.0,3.0,4.0,1.0,8.0,TONGA,,81.0,TONGA,-20.187,-174.123,0.27,55.0,0.6,,,,,
2006.0,5.0,20.0,4.0,6.0,7.2,MONTSERRAT,,74.0,SOUFRIERE HILLS VOLCANO,16.722,-62.18,1.0,4.0,0.6,,,,1.0,
2006.0,6.0,15.0,4.0,9.0,7.2,SPAIN,,50.0,"CIUTADELLA, MENORCA ISLAND",40.0,3.83,6.0,1.0,0.6,,,33.0,4.0,
2006.0,7.0,17.0,4.0,1.0,7.7,INDONESIA,,60.0,SOUTH OF JAVA,-9.254,107.411,20.9,211.0,0.6,802.0,3.0,55.0,4.0,4.0
2006.0,9.0,28.0,4.0,1.0,6.9,SAMOA,,81.0,SAMOA ISLANDS,-16.592,-172.033,0.08,1.0,0.6,,,,,
2006.0,10.0,15.0,4.0,1.0,6.7,USA,HI,80.0,HAWAII,19.878,-155.935,0.1,1.0,0.6,,,,,
2006.0,11.0,13.0,4.0,1.0,5.2,TAIWAN,,84.0,SOUTH CHINA SEA,20.656,119.997,0.15,1.0,0.6,,,,,
2006.0,11.0,15.0,4.0,1.0,8.3,RUSSIA,,86.0,S. KURIL ISLANDS,46.592,153.266,21.9,261.0,0.6,,,,2.0,
2006.0,12.0,26.0,4.0,1.0,7.0,TAIWAN,,84.0,TAIWAN,21.799,120.547,0.12,7.0,0.6,,,,,
2007.0,1.0,13.0,4.0,1.0,8.1,RUSSIA,,86.0,S. KURIL ISLANDS,46.243,154.524,0.4,46.0,0.6,,,,,
2007.0,3.0,25.0,4.0,1.0,7.1,VANUATU,,82.0,VANUATU ISLANDS,-20.617,169.357,0.08,2.0,0.6,,,,,
2007.0,3.0,25.0,4.0,1.0,6.7,JAPAN,,85.0,HONSHU: W COAST,37.336,136.588,0.1,3.0,0.6,,,,,
2007.0,3.0,31.0,3.0,9.0,7.2,SOUTH KOREA,,84.0,YELLOW SEA,,,1.65,2.0,0.6,4.0,1.0,2.0,2.0,
2007.0,4.0,1.0,4.0,1.0,8.1,SOLOMON ISLANDS,,82.0,SOLOMON ISLANDS,-8.46,157.044,12.1,247.0,0.6,50.0,1.0,,3.0,4.0
2007.0,4.0,21.0,4.0,3.0,6.2,CHILE,,89.0,SOUTHERN CHILE,-45.285,-72.606,50.0,7.0,0.6,8.0,1.0,,1.0,
2007.0,5.0,19.0,3.0,7.0,7.2,PAPUA NEW GUINEA,,82.0,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,10.0,2.0,0.6,,,,1.0,1.0
2007.0,7.0,16.0,4.0,1.0,6.6,JAPAN,,85.0,HONSHU: W COAST,37.57,138.478,0.92,1.0,0.6,,,,,
2007.0,8.0,2.0,4.0,1.0,6.2,RUSSIA,,86.0,TATAR STRAIT,47.116,141.798,3.2,18.0,0.6,,,,,
2007.0,8.0,2.0,4.0,1.0,6.7,USA,AK,87.0,"ALEUTIAN ISLANDS, AK",51.307,-179.971,0.03,1.0,0.6,,,,,
2007.0,8.0,15.0,4.0,1.0,8.0,PERU,,89.0,S. PERU,-13.386,-76.603,10.05,135.0,0.6,3.0,1.0,,1.0,1.0
2007.0,9.0,2.0,4.0,1.0,7.2,SOLOMON ISLANDS,,82.0,SANTA CRUZ ISLANDS,-11.61,165.762,0.05,2.0,0.6,,,,,
2007.0,9.0,12.0,4.0,1.0,8.4,INDONESIA,,60.0,SUMATRA,-4.438,101.367,5.0,56.0,0.6,,,,1.0,
2007.0,9.0,30.0,4.0,1.0,7.4,NEW ZEALAND,,81.0,AUCKLAND ISLANDS,-49.418,163.954,0.35,8.0,0.6,,,,,
2007.0,11.0,14.0,4.0,1.0,7.7,CHILE,,89.0,NORTHERN CHILE,-22.247,-69.89,0.28,6.0,0.6,,,,,
2007.0,12.0,4.0,4.0,8.0,7.2,CANADA,BC,88.0,"CHEHALIS LAKE, CHILLIWACK",49.475,-121.847,38.0,1.0,0.6,,,,1.0,
2007.0,12.0,9.0,4.0,1.0,7.8,KERMADEC ISLANDS,,81.0,KERMADEC ISLANDS,-25.996,-177.514,0.03,1.0,0.6,,,,,
2008.0,2.0,25.0,4.0,1.0,6.5,INDONESIA,,60.0,SUMATRA,-2.486,99.972,0.12,1.0,0.6,,,,,
2008.0,4.0,9.0,4.0,1.0,7.3,NEW CALEDONIA,,82.0,LOYALTY ISLANDS,-20.071,168.892,0.16,1.0,0.6,,,,,
2008.0,5.0,4.0,3.0,9.0,7.2,SOUTH KOREA,,84.0,YELLOW SEA,,,1.3,2.0,0.6,9.0,1.0,,,
2008.0,7.0,19.0,4.0,1.0,6.9,JAPAN,,85.0,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,0.2,3.0,0.6,,,,,
2008.0,8.0,8.0,4.0,6.0,7.2,USA,AK,87.0,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",52.18,-175.5,0.19,2.0,0.6,,,,,
2008.0,8.0,20.0,3.0,0.0,7.2,SOUTH AFRICA,,77.0,SOUTHERN ATLANTIC OCEAN,-28.5,13.2,2.55,2.0,0.6,,,,1.0,
2008.0,9.0,11.0,4.0,1.0,6.8,JAPAN,,85.0,HOKKAIDO ISLAND,41.892,143.754,0.09,1.0,0.6,,,,,
2008.0,10.0,28.0,3.0,9.0,7.2,USA,,75.0,MAINE,43.8,-69.7,3.6,5.0,0.6,,,0.02,1.0,
2008.0,11.0,16.0,4.0,1.0,7.3,INDONESIA,,83.0,SULAWESI,1.271,122.091,0.13,3.0,0.6,,,,,
2009.0,1.0,3.0,4.0,1.0,7.6,INDONESIA,,83.0,NEAR NORTH COAST,-0.414,132.885,0.39,24.0,0.6,,,,,
2009.0,1.0,3.0,3.0,1.0,7.3,INDONESIA,,83.0,NEAR NORTH COAST,-0.691,133.305,0.92,0.0,0.6,,,,,
2009.0,1.0,15.0,4.0,1.0,7.4,RUSSIA,,86.0,KAMCHATKA,46.857,155.154,0.11,11.0,0.6,,,,,
2009.0,2.0,11.0,4.0,1.0,7.2,INDONESIA,,83.0,CELEBES SEA,3.884,126.397,0.13,1.0,0.6,,,,,
2009.0,2.0,24.0,4.0,9.0,7.2,EAST CHINA SEA,,85.0,E. CHINA SEA-S.JAPAN,,,1.45,6.0,0.6,,,,2.0,
2009.0,3.0,19.0,4.0,1.0,7.6,TONGA,,81.0,TONGA,-23.046,-174.659,0.15,27.0,0.6,,,,,
2009.0,5.0,28.0,4.0,1.0,7.3,HONDURAS,,74.0,OFF COAST OF HONDURAS,16.72,-86.236,4.0,2.0,0.6,,,,,
2009.0,7.0,1.0,4.0,1.0,6.4,GREECE,,50.0,CRETE,34.164,25.471,0.3,3.0,0.6,,,,,
2009.0,7.0,15.0,4.0,1.0,7.8,NEW ZEALAND,,81.0,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,0.47,10.0,0.6,,,,,
2009.0,8.0,10.0,3.0,1.0,7.5,INDIA,,60.0,ANDAMAN ISLANDS,14.099,92.888,0.01,1.0,0.6,,,,,
2009.0,8.0,10.0,4.0,1.0,6.4,JAPAN,,85.0,HONSHU: S COAST,34.743,138.264,0.6,5.0,0.6,,,,,
